병/의원명,전화번호,주 소 지 정보,위도,경도
참소아청소년과의원,031-293-3392,"경기도 수원시 권선구 금호로 230, (탑동) ",37.2752428099,126.9753148617
참소아청소년과의원,031-572-5535,"경기도 남양주시 퇴계원읍 퇴계원로 30, (보성빌딩) 2층",37.6493955335,127.1412743571
참의원,031-535-5310,"경기도 포천시 구절초로 17, (신읍동, 대원빌딩) 3층",37.8956724768,127.2026135764
참의원,031-591-4102,"경기도 남양주시 사릉로 14, (금곡동, 금곡프라자)  303호 ",37.6342709290,127.2076680720
참이비인후과의원,031-393-8686,"경기도 군포시 금산로 114, (산본동) 2층",37.3719299482,126.9362357296
참정형외과의원,031-375-6003,"경기도 오산시 오산로 164, (원동, 양우프라자)  4층 ",37.1414680708,127.0690764404
참정형외과의원,031-405-8278,"경기도 안산시 상록구 예술광장1로 16, (월피동, 칠성프라자)  401~402호 ",37.3290363103,126.8443331108
참조은가정의원,031-392-3500,"경기도 군포시 삼성로 6, (부곡동, 웅신프라자) 303호",37.3363821783,126.9345084738
참조은내과의원,031-439-7275,"경기도 안산시 단원구 원포공원1로 35, (초지동, 제일프라자) 305호",37.3018660494,126.8124806849
참조은병원,031-1600-9955,"경기도 광주시 광주대로 45, (경안동) ",37.4109316170,127.2602410834
참조은소아청소년과의원,031-268-8355,"경기도 수원시 장안구 서부로2197번길 47-1, (율전동) 4층",37.3041400978,126.9702269074
참조은의원,031-251-9377,"경기도 수원시 장안구 연무로 42-1, (연무동) ",37.2951390567,127.0269521321
참조은의원,031-434-5805,"경기도 시흥시 오이도어시장로 22, (정왕동) 2~5층",37.3444776561,126.6899798527
참조은의원,031-572-6540,"경기도 남양주시 퇴계원읍 퇴계원로 70,   2층",37.6526439320,127.1429968649
참조은정형외과의원,031-252-8094,"경기도 수원시 장안구 서부로 2125, (율전동)  4층 ",37.2983830390,126.9710482364
참좋은내과의원,031-851-0333,"경기도 의정부시 민락로 388, (낙양동) 삼도플라자 201, 202호",37.7558218237,127.1135718360
참좋은이비인후과의원,031-981-8253,"경기도 김포시 걸포2로 33, (걸포동) 401호",37.6332939788,126.7036917803
참튼튼병원,070-4486-2105,"경기도 의정부시 태평로 66, (의정부동) 1,2,3,4층",37.7384184256,127.0520649666
참편안한신경외과의원,031-631-8112,"경기도 이천시 남천로 82, (중리동) ",37.2765509699,127.4464027113
참편한김의원,031-283-7706,"경기도 용인시 기흥구 마북로 159, (마북동) 한성프라자 307호",37.3040955077,127.1235252555
참편한내과의원,031-305-9360,"경기도 용인시 기흥구 강남로 13, (구갈동, 칼리지포인트 ) 3층 302호",37.2718445319,127.1270484429
참편한내과의원,031-618-9876,"경기도 평택시 통복로 43, (통복동) 2층",36.9959967853,127.0830152020
참편한내과의원,031-735-7588,"경기도 성남시 수정구 산성대로 247, (신흥동) 4층",37.4400897500,127.1445793048
참편한재활의학과의원,031-953-4975,"경기도 파주시 문산읍 문향로 52-1,   4층",37.8567236228,126.7855277206
채난희산부인과의원,031-911-7588,"경기도 고양시 일산서구 중앙로 1565, (대화동, 메드위즈)  502호 ",37.6756230177,126.7477162299
채내과의원,031-206-4220,"경기도 수원시 영통구 봉영로 1569, (영통동, NEW WORLD PLAZA) 308호",37.2520637842,127.0710226969
처음처럼내과의원,031-216-2060,"경기도 수원시 영통구 센트럴타운로 85, (이의동, 광교C1 호반베르디움, Summit Place광교) 지하1층 롯데마트 광교점 내 ",37.2915676707,127.0504709290
척척마취통증의학과의원,031-422-8575,"경기도 안양시 동안구 흥안대로 528, (관양동)  타워빌딩 10층 ",37.4010226046,126.9772876223
천내과의원,031-458-7576,"경기도 군포시 군포로 494, (당동, 당동빌딩) 205호",37.3504442327,126.9448371674
천병철내과의원,031-582-0075,"경기도 가평군 가평읍 가화로 118, 1층",37.8302100548,127.5137643389
천시욱정형외과의원,031-635-6267,"경기도 이천시 경충대로 2568, (중리동) 천시욱 정형외과",37.2750082769,127.4478193415
천호기내과의원,031-874-7844,"경기도 의정부시 비우로 67, (녹양동, 태경빌딩) 2층",37.7583574488,127.0344767820
철산김소아과의원,02-6672-4110,"경기도 광명시 도덕공원로 17, (철산동, 도덕파크타운) 가상가동 2층 210호",37.4708942568,126.8662696138
철산바른본의원,02-2683-7775,"경기도 광명시 오리로 856, (철산동) 한복빌딩 501호",37.4747267399,126.8672627256
청담산부인과의원,031-383-3703,"경기도 안양시 동안구 시민대로 214, (호계동, 다운타운빌딩)  304호 ",37.3919331303,126.9548129089
청담우리의원,031-963-6444,"경기도 고양시 덕양구 유산길 3, (내유동) ",37.7254994731,126.8436389910
청담의원,031-953-9900,"경기도 파주시 문산읍 방촌로 1721, (우리메디칼프라자) 401호",37.8664544086,126.7845868202
청봉기념병원,070-5147-0381,"경기도 하남시 하남대로802번길 5-4, (신장동) 청봉기념병원",37.5414012408,127.2087550264
청솔이비인후과의원,031-742-7582,"경기도 성남시 중원구 희망로 448, (금광동) 2층",37.4449017783,127.1572933235
청의원,031-756-0055,"경기도 성남시 수정구 수정로 175, (태평동)  5층 ",37.4434432386,127.1392483355
청평연세의원,031-584-1895,경기도 가평군 청평면 청평중앙로 62  ,37.7384967731,127.4211144632
청학의원,031-821-6600,"경기도 남양주시 별내면 청학로68번길 13, (삼화빌딩) 2층",37.7085592195,127.1193720474
청학제일의원,031-841-7585,"경기도 남양주시 별내면 청학로114번길 10, (한영빌딩) 3층",37.7091492617,127.1146567523
체크인내과의원,031-911-7176,"경기도 고양시 일산서구 킨텍스로 240, (대화동, 킨텍스 꿈에그린) 3층 301, 302, 303호",37.6658576556,126.7510973652
초림플러스내과의원,031-715-4500,"경기도 성남시 분당구 백현로101번길 25, (수내동) 수내프라자 4층",37.3780634475,127.1132993985
초앤유여성병원,032-320-3718,"경기도 부천시 중동로248번길 19, (중동) ",37.5019120925,126.7697761657
초이스성남복음의원,031-701-9753,"경기도 성남시 수정구 수정로 130, (수진동) 창도빌딩 3층",37.4414917654,127.1347890730
초이스이비인후과의원,031-266-5075,"경기도 용인시 수지구 신봉2로 5, (신봉동, 에덴파크) 303호",37.3236129764,127.0773624679
초이스이비인후과의원,031-563-6050,"경기도 남양주시 미금로 239, (다산동) 광장프라자 4층 401,402,403호",37.6110518592,127.1646203792
초이스이비인후과의원,031-8022-7971,"경기도 성남시 분당구 돌마로 361, (수내동) 동신코아빌딩 6층 604호",37.3706231305,127.1229661376
최규호의원,031-655-6552,"경기도 평택시 평택로 54, (평택동) ",36.9922478832,127.0865975952
최내과의원,031-298-7567,"경기도 수원시 권선구 금곡로102번길 48, (금곡동) ",37.2720343424,126.9413880837
최내과의원,031-315-0875,"경기도 시흥시 복지로 96, (대야동) A&C빌딩 3층 301~302호",37.4472717162,126.7918318223
최내과의원,031-844-1101,"경기도 의정부시 태평로 72, (의정부동) ",37.7389463593,127.0519387238
최동욱의원,031-441-2035,"경기도 안양시 만안구 안양로 145-1, (안양동) 삼양빌딩 2층 최동욱내과",37.3873404291,126.9306175497
최상묵소아청소년과의원,031-269-9565,"경기도 수원시 장안구 만석로19번길 29, (천천동, 부강프라자) 303호",37.2966080802,126.9831163981
최소아과의원,031-356-0533,"경기도 화성시 남양읍 남양성지로 139-1, 3층 303호",37.2090905408,126.8183976066
최소아청소년과의원,031-275-4963,"경기도 용인시 기흥구 강남동로100번길 5-1, (상하동) ",37.2727672450,127.1371788914
최소아청소년과의원,031-333-7560,"경기도 용인시 처인구 중부대로 1360, (김량장동, 한솔빌딩)  301호 ",37.2343356120,127.1955383976
최소아청소년과의원,031-472-4132,"경기도 안양시 만안구 안양로 455, (석수동) 2층",37.4105311816,126.9113310210
최소아청소년과의원,031-503-7533,"경기도 시흥시 진말로9번길 2, (장곡동, 부석프라자) 2층 203호",37.3784640235,126.7852685243
최소아청소년과의원,031-930-7799,"경기도 고양시 덕양구 중앙로 450, (행신동) 3층 303호",37.6184404581,126.8455462975
최영주소아청소년과의원,031-731-4409,"경기도 성남시 수정구 수정로 81, (태평동, 동인트루빌)  2층 202호 ",37.4404552591,127.1293681919
최영춘결핵과의원,02-894-3600,"경기도 광명시 범안로 1055, (하안동, 세일빌딩) 2층 202호",37.4629735368,126.8797437820
최원주여성의원,031-244-6655,"경기도 수원시 장안구 송원로 81, (조원동) 301호",37.3021366951,127.0092288093
최유상소아청소년과의원,031-656-5077,"경기도 평택시 평택로32번길 22, (평택동) ",36.9910111319,127.0890528843
최윤건내과의원,031-652-9779,"경기도 평택시 중앙로 9-1, (통복동) ",36.9956155471,127.0845333772
최의원,031-904-6167,"경기도 고양시 일산동구 일산로 211, (마두동) ",37.6549517781,126.7893662239
최이비인후과의원,031-675-7421,"경기도 안성시 중앙로 385, (대천동)  2층 ",37.0077353724,127.2697966210
최정형외과의원,031-253-3600,"경기도 수원시 장안구 창룡대로 201, (연무동) ",37.2927551672,127.0320694029
최종호의원,031-444-3737,"경기도 안양시 만안구 장내로125번길 10, (안양동) ",37.3975221348,126.9216319434
최준호비뇨기과의원,031-566-5252,"경기도 구리시 경춘로 184, (교문동)  나이키 3층 ",37.6003022897,127.1357735301
최지호내과의원,031-954-1100,"경기도 파주시 문산읍 문향로 72-1, 6층 601,602,603,604호",37.8580836912,126.7857721845
최진현소아청소년과의원,031-575-1700,"경기도 남양주시 진접읍 해밀예당3로 61, (중앙프라자) 301호",37.7151247725,127.1978188260
최태혁내과의원,031-294-1700,"경기도 수원시 권선구 삼천병마로1598번길 48, (오목천동, 혜윤빌딩) 2층",37.2461436744,126.9660087185
최학붕가정의학과의원,031-242-3353,"경기도 수원시 장안구 장안로 226, (정자동) ",37.3026310484,126.9943497267
추규열외과의원,031-393-3999,"경기도 군포시 금산로 92, (산본동) ",37.3702518867,126.9372630226
추내과의원,031-425-3669,"경기도 안양시 동안구 흥안대로 528, (관양동, 한울타워빌딩) 6층",37.4010226046,126.9772876223
추내과의원,031-829-8275,"경기도 의정부시 발곡로 34, (신곡동) 3층",37.7308912562,127.0586210555
추미애가정의학과의원,031-763-4684,"경기도 광주시 포돌이로 4, (탄벌동) ",37.4152282307,127.2507234458
추병원,070-7602-5732,"경기도 의정부시 평화로 650, (의정부동) ",37.7497798643,127.0451894632
추새로병원,02-1644-0810,"경기도 이천시 영창로 189, (창전동) 3~8층",37.2815032161,127.4436729236
축령복음병원,031-592-6664,경기도 남양주시 수동면 외방로172번길 58 ,37.7387451454,127.3094837128
충훈미소이비인후과의원,031-471-5550,"경기도 안양시 만안구 충훈로 83, (석수동) 3층",37.4074465433,126.8989791343
치유미가정의학과의원,031-602-7622,"경기도 성남시 분당구 운중로 140, (운중동) 메트로골드 301호",37.3912523528,127.0785341931
친구들소아청소년과의원,031-212-7982,"경기도 용인시 기흥구 흥덕2로87번길 18, (영덕동, 이씨티) A동501호",37.2759122222,127.0715894697
친절한서울의원,031-886-7077,"경기도 여주시 세종로 23, (홍문동) 명진빌딩 5층",37.2957399508,127.6369078115
카네이션요양병원,031-852-1233,"경기도 의정부시 장곡로 626, (신곡동) 금오종합상가 A동 401~410, 601~610호, B동 603,605호",37.7504506433,127.0722899475
캠프나인정형외과의원,031-377-5511,"경기도 화성시 동탄순환대로 127-5, (산척동)  우성센트럴타워 2,3층 201~208,301~306호 ",37.1660899089,127.1072809752
코끼리소아청소년과의원,031-376-0669,"경기도 화성시 동탄대로시범길 142, (청계동) 센텀프라자 206,207호",37.1999195238,127.1133874179
코끼리이비인후과의원,02-890-2520,"경기도 광명시 광명로 896, (광명동) 해솔빌딩5층.502호",37.4788751952,126.8545079073
코넬비뇨기과의원,031-425-7080,"경기도 안양시 동안구 관악대로 488, (관양동, 창덕에버빌)  201호 ",37.4020462867,126.9756375659
코랄이비인후과의원,031-353-8286,"경기도 화성시 향남읍 상신하길로298번길 7-1, 4층 401호",37.1150204926,126.9102816050
코로나이비인후과의원,031-372-5882,"경기도 화성시 동탄순환대로20길 124, (목동) 우성스타파크 A동 6층 605~607호",37.1826525526,127.1246944694
코모키이비인후과의원,031-241-8005,"경기도 수원시 장안구 정조로 950, (영화동) ",37.2922393595,127.0120537016
코모키이비인후과의원,031-652-6695,"경기도 평택시 경기대로 269, (비전동) ",36.9946921557,127.1129737150
코모키이비인후과의원,031-969-7582,"경기도 고양시 덕양구 화정로 47, (화정동, 동원텔) 308호",37.6351964680,126.8314074137
코미이비인후과의원,031-792-6987,"경기도 하남시 미사강변대로 222, (망월동) 502호503호",37.5695152190,127.1842218191
코미이비인후과의원,031-984-2232,"경기도 김포시 태장로 820, (장기동, 엠프라자) 2층 202호",37.6368298737,126.6770135784
코시원이비인후과의원,031-426-7545,"경기도 의왕시 포일로 43, (내손동)  대림프라자 502-1호 ",37.3900446690,126.9774299443
코아이비인후과의원,031-319-3220,"경기도 시흥시 배곧3로 80, (정왕동)  센터프라자 5층 508호 ",37.3705496457,126.7290673554
코아이비인후과의원,031-381-9002,"경기도 안양시 동안구 귀인로 198, (평촌동) 2층 201,202호",37.3854491845,126.9611416394
코아이비인후과의원,031-529-8403,"경기도 남양주시 별내2로 64, (별내동, 쎈타프라자)  505호 ",37.6464371949,127.1248653719
코아이비인후과의원,031-692-8276,"경기도 안성시 공도읍 서동대로 3874, (태지빌딩) 2층",36.9934868499,127.1376581456
코아이비인후과의원,031-8005-8875,"경기도 용인시 기흥구 동백중앙로 175, (중동) 우함빌딩 502호 코아이비인후과",37.2699705047,127.1541684839
코아이비인후과의원,031-917-7780,"경기도 고양시 일산서구 하이파크3로 84, (덕이동, 신성프라자)  401호 ",37.6990190394,126.7532263490
코아이비인후과의원,031-944-8300,"경기도 파주시 미래로 620, (와동동, 해솔프라자) 302,303,304호",37.7324249942,126.7510945570
코아이비인후과의원,031-963-5014,"경기도 고양시 덕양구 마상로154번길 68, (성사동) 문덕메디칼빌딩 301호,303호",37.6564969896,126.8369383231
코아이비인후과의원,031-992-1777,"경기도 김포시 고촌읍 김포대로 340, 김포뉴시티 2층 204-205호",37.6013677083,126.7708130955
코아이비인후과의원,032-351-5150,"경기도 부천시 옥길로 113, (옥길동, 상림프라자) 402호",37.4673245877,126.8220331408
코알라소아청소년과의원,031-439-2223,"경기도 안산시 단원구 화랑로 160, (초지동) 단지내 상가 203~205호",37.3234584486,126.8057432179
코앤365이비인후과의원,031-845-8200,"경기도 양주시 고읍남로 10, (광사동, 더 테라스 2) 302, 303호",37.7954018235,127.0799503350
코앤미이비인후과의원,031-613-2575,"경기도 화성시 동탄반석로 196, (반송동, 아이프라자) 5층 505호",37.2060908546,127.0724511341
코앤이비인후과의원,031-689-4108,"경기도 안양시 만안구 안양로 119, (안양동) 계양빌딩 1층",37.3853301471,126.9321551883
코앤이비인후과의원,031-997-1548,"경기도 김포시 통진읍 김포대로 2231, (서진프라자1동) 3층 302,303호",37.6894454835,126.5978504754
코앤코이비인후과의원,031-713-0100,"경기도 성남시 분당구 백현로101번길 24, (수내동, 미도프라자2) 301,402호",37.3775702673,127.1135390324
코앤코이비인후과의원,032-651-2100,"경기도 부천시 부천로90번길 8, (원미동, 아송빌딩) 5층",37.4920439775,126.7848100198
코엔비이비인후과의원,031-979-0330,"경기도 고양시 덕양구 화중로 72, (화정동, 홀인원프라자) 401호",37.6336374403,126.8310546336
코즈이비인후과의원,031-251-5100,"경기도 수원시 영통구 도청로89번길 43, (이의동, 에듀프라자) 305호",37.2891614418,127.0472117524
코즈이비인후과의원,031-613-3223,"경기도 화성시 동탄반석로 130, (반송동, 드림프라자)  602호 ",37.2004695638,127.0714000004
코코의원,031-256-7582,"경기도 수원시 장안구 조원로 87, (조원동) 동진빌딩 2층 201호",37.3007884172,127.0157471552
코코이비인후과의원,02-2611-0790,"경기도 광명시 디지털로 25, (철산동, 청덕빌딩) 2층 201호",37.4740860496,126.8701981971
코코이비인후과의원,031-212-7572,"경기도 수원시 영통구 매영로 84, (매탄동, 한국아파트) 2층 7,8호",37.2681997491,127.0500434816
코코이비인후과의원,031-376-8850,"경기도 오산시 대원로 2, (원동) 광장약국 2층",37.1462903105,127.0687056605
코코이비인후과의원,031-435-0503,"경기도 시흥시 진말로9번길 2, (장곡동, 부석프라자) 401호",37.3784640235,126.7852685243
코코이비인후과의원,031-487-1410,"경기도 안산시 단원구 원초로 30, (원곡동, 보성프라자 408호) ",37.3283996643,126.8016995834
코코이비인후과의원,031-569-7575,"경기도 남양주시 다산지금로 142, (다산동)  대길프라자 302호 ",37.6002914650,127.1734709214
코코이비인후과의원,031-684-7573,"경기도 평택시 청북읍 청북남로 260, 211호",37.0196297903,126.9153191127
코코이비인후과의원,031-917-1511,"경기도 고양시 일산서구 호수로 817, (대화동) 레이킨스몰 2층 264 일부호",37.6679936481,126.7516306551
코코이비인후과의원,032-676-7585,"경기도 부천시 오정로 249, (오정동, 오정프라자)  405호 ",37.5298609836,126.7859651362
코키아병원,031-986-3538,"경기도 파주시 청암로17번길 55, (목동동) 센트럴프라자4층",37.7279430385,126.7348157474
큰나무가정의학과의원,031-204-9785,"경기도 수원시 영통구 권선로908번길 25, (신동) 3층",37.2474322111,127.0451835070
큰사랑내과의원,032-322-2525,"경기도 부천시 소향로 246, (중동, 새롬프라자6차) 4층 402호",37.5002970810,126.7751284641
큰사랑요양병원,032-612-0056,"경기도 부천시 부흥로373번길 78, (심곡동) 601,701호",37.4949860847,126.7847902703
큰사랑의원,031-211-7800,"경기도 수원시 팔달구 중부대로223번길 65, (우만동) 2층",37.2788147856,127.0409903019
클린서울이비인후과의원,031-216-9035,"경기도 수원시 영통구 센트럴타운로 15, (이의동, 아이플렉스)  303,304호 ",37.2882191514,127.0573743914
키다리아저씨소아청소년과의원,031-563-7111,"경기도 남양주시 다산중앙로172번길 38, (다산동) 2층 205호",37.6281981020,127.1563984652
키즈엠소아청소년과의원,031-753-7582,"경기도 성남시 중원구 양현로 469, (여수동) 3층 302호",37.4169719594,127.1343927816
키즈원소아청소년과의원,031-227-0075,"경기도 수원시 권선구 호매실로104번길 24-61, (호매실동, 금호프라자) 604,605호",37.2588310677,126.9626349291
키즈원소아청소년과의원,031-963-0050,"경기도 고양시 덕양구 도래울로 104, (도내동, KB골든타워) 402호",37.6344225376,126.8719915957
키즈하임소아청소년과의원,031-655-0125,"경기도 평택시 평남로 941, (비전동, 우성메디피아) ",37.0046158858,127.1041802606
키즈힐소아청소년과의원,02-3159-7576,"경기도 고양시 덕양구 향기로 14, (향동동) 정성프라자 304호",37.5940719584,126.8872670914
킴스비뇨기과의원,032-611-0079,"경기도 부천시 경인로 210, (심곡본동) 부곡빌딩 6층",37.4832158535,126.778534392
킴스이비인후과의원,031-312-5025,"경기도 시흥시 대은로 83, (대야동, 루비프라자) 204호",37.4449605061,126.7975243757
킹스의원,031-373-3757,"경기도 화성시 동탄대로 551-16, (오산동) 동탄역푸르지오시티 314.315호",37.2031678570,127.0968913348
타임이비인후과의원,031-963-1089,"경기도 고양시 덕양구 통일로 760, (관산동, 더퍼스트프라임)  307, 308호 ",37.6878622501,126.8660807580
탁용준내과의원,031-707-7715,"경기도 성남시 분당구 성남대로 926, (야탑동, 분당메트로빌딩) 407,410호",37.4125749089,127.1292936836
탄탄신경외과재활의학과의원,031-221-8808,"경기도 수원시 권선구 덕영대로1201번길 16, (권선동)  세일프라자 3층 ",37.2498210171,127.0227011804
탄현서울이비인후과의원,031-915-0868,"경기도 고양시 일산서구 산현로 15, (탄현동, 무광프라자)  205호 ",37.6895916366,126.7632172758
탄현수내과의원,031-922-7572,"경기도 고양시 일산서구 일현로 56, (탄현동, 삼정프라자) 303호",37.6919282454,126.7637215311
탄현연세의원,031-916-7585,"경기도 고양시 일산서구 일현로 47, (탄현동, 예일큰프라자) 3층",37.6915600708,126.7627610131
탄현하나이비인후과의원,031-922-7530,"경기도 고양시 일산서구 일현로 123, (탄현동, 외 1필지 휴먼코아 204호,205호) 2층 탄현하나이비인후과 의원",37.6979191081,126.7654887418
탑내과의원,02-502-8833,"경기도 과천시 별양로 28, (원문동, 래미안 슈르상가 B동 3054호~3060호 ) ",37.4211854985,126.9912426018
탑비뇨기과의원,031-781-7575,"경기도 성남시 분당구 야탑로69번길 24-8, (야탑동) 309호",37.4116383031,127.1276320640
탑앤미정형외과마취통증의학과의원,031-8015-0085,"경기도 화성시 동탄원천로 163, (반송동, 위너스타)  501호 ",37.2073672433,127.0736843106
탑이비인후과의원,02-3477-2402,"경기도 과천시 별양상가1로 10, (별양동, 과천타워 307호) ",37.4269581922,126.9919948259
태림내과의원,031-443-0250,"경기도 안양시 만안구 박달로 421, (박달동) 태림내과.소아과",37.4022580357,126.8992110814
태림의원,031-372-3675,"경기도 오산시 수청로 188, (금암동, 롯데슈퍼) 201호",37.1773235749,127.0456808820
태소아과의원,032-682-6072,"경기도 부천시 오정로 250, (오정동) ",37.5295537848,126.7865360963
태암내과의원,031-559-7588,"경기도 남양주시 늘을1로16번길 29, (호평동, 늘봄타워)  5층 ",37.6540827535,127.2433325019
태재이비인후과의원,031-746-3515,"경기도 광주시 오포읍 신현로 82,   2층",37.3600625761,127.1557633453
태전성모내과의원,031-798-7975,"경기도 광주시 태전동로 23, (태전동) 메디프라자 2층 201,202호",37.3866584472,127.2339738716
태전연세가정의학과의원,031-765-5041,"경기도 광주시 태봉로43번길 6, (태전동) 2층",37.3889231846,127.2300600209
태전연세이비인후과의원,031-765-5075,"경기도 광주시 태봉로43번길 6, (태전동) 1층 태전연세이비인후과",37.3889231846,127.2300600209
태평산부인과의원,031-753-9870,"경기도 성남시 수정구 수정로 133, (태평동)  1층 ",37.4420949560,127.1349807899
태평성심의원,031-667-3076,"경기도 평택시 고덕면 서동대로 2651, (태평아파트) 상가동 215,216,217호",37.0167015011,127.0339364569
태평수소아청소년과의원,031-753-7534,"경기도 성남시 수정구 수정로 115-1, (태평동) 5층, (주민신협행복빌딩)",37.4416337151,127.1332440301
태평참이비인후과의원,031-757-2645,"경기도 성남시 수정구 수정로 69, (태평동) 대명빌딩 3층",37.4400775239,127.1281549461
테라산부인과의원,031-373-1114,"경기도 화성시 동탄순환대로 127-19, (산척동)  동탄에스비타운 301~304호 ",37.1674052909,127.1072593027
토마토미비뇨기과의원,031-796-7582,"경기도 하남시 신장로 156, (덕풍동, 하남프라자) 308호",37.5399258139,127.2019398663
토우의원,031-714-9993,"경기도 성남시 분당구 불곡로 4, (정자동, 리더스프라자) 107-1호",37.3594061635,127.1229678141
통쾌재활의학과의원,031-997-7533,"경기도 김포시 김포한강8로 378, (구래동) ",37.6436586770,126.6270101746
퇴계원 서울요양병원,031-529-8188,경기도 남양주시 퇴계원읍 도제원로 32 ,37.6509758421,127.1449991697
퇴계원중앙의원,031-571-8042,"경기도 남양주시 퇴계원읍 퇴계원로 51, 51",37.6514451641,127.1418118580
투재암요양병원,031-528-8899,"경기도 구리시 아차산로 493, (교문동, 중앙하이츠티움) D동",37.5989904696,127.1300743085
트리니티소아청소년과의원,031-356-8728,"경기도 화성시 남양읍 시청로 109, 301호",37.2011525058,126.8258008778
트리이비인후과의원,031-992-0275,"경기도 김포시 고촌읍 수기로 115, 센트럴타워 501~2호",37.5934718192,126.7636060620
튼튼가정의학과의원,031-701-1154,"경기도 성남시 분당구 동판교로 61, (백현동, 자유퍼스트프라자2) 302호",37.3884747500,127.1153744194
튼튼나무의원,031-503-7582,"경기도 시흥시 은계호수로 25, (은행동)  파크플레이 201~206호, 301호, 306호 ",37.4442026676,126.8037225044
튼튼소아과의원,031-984-7849,"경기도 김포시 풍무로 85, (풍무동) ",37.6032741544,126.7214121709
튼튼소아청소년과의원,031-205-1300,"경기도 수원시 영통구 봉영로 1569, (영통동, 뉴월드프라자 4층) ",37.2520637842,127.0710226969
튼튼소아청소년과의원,031-652-0275,"경기도 평택시 현촌4길 2-41, (용이동, 한국마트 주차빌딩)  2층 ",36.9991236812,127.1332170345
튼튼신경외과의원,032-678-0005,"경기도 부천시 오정로 226, (오정동, 2,3,4,5,6층) ",37.5281019486,126.7845707216
튼튼어린이병원,031-951-7500,"경기도 의정부시 평화로 647, (의정부동) 미건메디컬프라자 지하1, 2, 3층",37.7497205265,127.0446218573
튼튼의원,032-611-1151,"경기도 부천시 원미로 118, (원미동) 2~5층",37.4931860352,126.7912563253
튼튼한정형외과의원,031-841-7555,"경기도 남양주시 별내면 청학로중앙길 9, (청화빌딩) 201호",37.7086948983,127.1183969739
티엘씨소아청소년과의원,031-607-5005,"경기도 성남시 분당구 정자일로 197, (정자동) 2층 203호",37.3680299802,127.1055206694
티엘씨의원,031-604-5005,"경기도 성남시 분당구 정자일로 197, (정자동) 2층 202호",37.3680299802,127.1055206694
티케이정형외과의원,031-288-6888,"경기도 성남시 분당구 동판교로 55, (백현동)  로제비앙스퀘어 105호, 108호, 2층, 301~303호, 305호, 4층, 704호 ",37.3882690170,127.1146637149
파스텔이비인후과의원,031-555-5075,"경기도 남양주시 화도읍 비룡로 58, (정길프라자) 4층 404,405호",37.6572329645,127.3019865119
파주로데오아동의원,070-4543-7501,"경기도 파주시 금빛로 24-18, (금촌동, 거성프라자) 6층 603,604호",37.7516568335,126.7676329264
파주로하스요양병원,031-945-6090,"경기도 파주시 숲속노을로 273, (문발동) 바이오텍홀딩스 1~7층",37.7248540210,126.7109924476
파주맑은이비인후과의원,031-946-5255,"경기도 파주시 경의로 1090, (야당동) 404호,405호 파주맑은이비인후과",37.7145087868,126.7600602714
파주미래아동병원,070-4702-2500,"경기도 파주시 와석순환로 133, (동패동, 형성프라자) 5,6층",37.7121352961,126.7451316999
파주삼성요양병원,031-942-8200,"경기도 파주시 한마음2길 25, (금촌동) 금촌그린플라자",37.7563647852,126.7721796970
파주성모요양병원,031-8071-1661,"경기도 파주시 탄현면 평화로574번길 17, (의)청학의료재단 파주성모요양병원",37.7739332326,126.7211049446
파주연합의원,031-941-4868,"경기도 파주시 탄현면 하늘소로 106, (정림빌딩) 202호 파주연합의원",37.7744618645,126.7016610809
파주제일의원,031-953-9564,"경기도 파주시 파주읍 우계로 64, 2층",37.8321904595,126.8172806306
파주하나이비인후과의원,031-949-8083,"경기도 파주시 교하로 87, (목동동) 삼성프라자 501호",37.7276351585,126.7339276317
파크이비인후과의원,031-794-1118,"경기도 하남시 미사강변대로226번길 80, (망월동) 1층 일부호",37.5684658272,127.1858338180
파티마내과의원,031-255-2299,"경기도 수원시 장안구 덕영대로 559, (천천동) ",37.2949560643,126.9821343237
파티마산부인과의원,02-2687-0929,"경기도 광명시 오리로 971, (광명동) 4~5층",37.4789083004,126.8551990781
파티마외과의원,031-317-4341,"경기도 시흥시 월곶중앙로70번길 3, (월곶동, 풍림프라자) ",37.3896125290,126.7381717522
파티마외과의원,031-756-9663,"경기도 성남시 수정구 산성대로 229, (신흥동)  9~10층 ",37.4392505005,127.1429863387
판교성모내과의원,031-707-8275,"경기도 성남시 분당구 운중로 115, (운중동) 502호",37.3920626316,127.0760696108
판교성모이비인후과의원,031-712-3317,"경기도 성남시 분당구 대왕판교로606번길 58, (삼평동, 판교푸르지오월드마크) 2-18호 2-19B호",37.3954205092,127.1135545461
판교연세내과의원,031-8016-8338,"경기도 성남시 분당구 판교로 376, (삼평동) 마크시티 퍼플 501~503, 505호 일부호",37.4039564046,127.1161691156
판교연세의원,031-703-8475,"경기도 성남시 분당구 운중로 242, (판교동) 104호, 112호, 113호, 301호, 303호, 304호, 308호",37.3892122390,127.0897063568
팔곡연세의원,031-437-8781,"경기도 안산시 상록구 정동1길 2, (팔곡일동) 1층",37.2976381482,126.8877893836
팔복내과가정의학과의원,031-278-2525,"경기도 화성시 봉담읍 동화길 85, 304~306호",37.2169271318,126.9583832108
패트라산부인과의원,031-997-3012,"경기도 김포시 풍무로 104, (풍무동)  301호 ",37.6048646816,126.7225655575
퍼스트내과의원,031-981-6051,"경기도 김포시 김포한강4로 525, (구래동) 4층",37.6457124723,126.6254219560
